X1,X2,X3,X4,X5
0.24573670076917165,-0.16845221345722852,0.053788334250655864,0.11332368982390026,0.16457789085425456
0.2368413437052247,-0.1787188588715457,0.06488120534727296,0.1547192964503168,0.1643101843721254
0.23041987311220213,-0.17578428676493008,0.039128674437657704,0.18310340326600927,0.1639576574504843
-0.06272208832060189,0.0058659626762423145,-0.2625622454621563,0.5360926109162094,0.03170379870260785
0.20704037850406473,-0.07034384964843075,0.027419634272460774,-0.18076840919209555,0.1520047656292647
-0.008912876400710742,-0.21032245004612768,0.33071571576878056,0.1638349251431073,-0.3519353664885242
0.21665893116433324,-0.127494397574055,0.1939732178095987,-0.017625066322615485,-0.29975507629592774
0.1967946330545084,-0.2266305617568392,0.16792373942458974,0.10013137880758045,0.08338118111605855
0.23578074844337774,0.06731848580849802,-0.23989730350596472,-0.10696638856891195,0.017934594746081813
0.2368246526616421,-0.12302918983102032,-0.18872228991785056,-0.10563629342193259,0.12660638510358835
0.2645672848390464,-0.09872407630970116,-0.11195301712489755,-0.14166110098266738,0.026742641045192493
-0.0860293245545201,0.2102501894636291,-0.24795307262774471,-0.07040266113924018,0.20970864156665503
-0.05373102417605263,0.10008199721368724,-0.411416646973923,0.21653814787606507,-0.2533711188489892
-0.03463317487709172,0.2880653557479173,0.15566164152996284,-0.021663633021027955,0.2828854257438406
-0.2369418481196114,-0.045372490325409354,0.17918071545167208,0.2103796250818351,-0.2387128071933338
-0.18684286519503235,0.11204419259639624,-0.16275814147004874,0.3270352249437361,0.2994961951492323
0.14109632077885717,0.25211937086157743,0.1854346046872179,0.19569628352713087,-0.021261018880004305
0.27630973035248985,0.06463064117726143,-0.07732362824768467,0.11172636285264817,-0.031545402119604174
0.2308015423358734,0.15800785837195602,0.1619131471000475,0.1368702452619595,-0.015831744182688633
-0.10639775188549577,0.0858902847645973,0.33125925678952534,0.19881977462272454,0.32589889124191224
0.1894407879827026,0.17514878366522618,0.05485052700141227,0.2514178308788379,-0.0913383739248745
0.19387556853442783,0.18085825527466096,0.006492225425578349,0.32398486149121924,-0.04724149666351227
0.12417032099895822,0.31539018684480674,0.0793055525906661,-0.10594606287069405,-0.1411089749440934
-0.10419453115089325,-0.3138392612569721,-0.15795243092636538,0.046072373675189536,0.08219697339352025
-0.2524651084936288,-0.14656302774350313,0.03156301937617713,0.09295880550309694,-0.13743246828923092
-0.24668967960486435,-0.12749197992212402,0.10121435158337426,-0.02446334060474016,0.15007974019265247
0.059474578412938704,0.3116357464589331,0.12924462324853783,-0.07896953962010482,0.09772323408703168
-0.14825327222873244,0.20279639822988646,0.26386572152834936,-0.12218798184214619,0.07334239983309535
-0.054390010423488705,-0.2707448737135661,0.13796719722904754,0.07262051992366705,0.347594618111167
